Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
840801,-1.07,0.51,9.07,0.03,-0.01,0.01
840811,-1.08,0.52,9.07,0.03,-0.01,0.01
840821,-1.09,0.52,9.06,0.03,-0.01,0.01
840831,-1.11,0.52,9.07,0.03,-0.01,0.01
840841,-1.11,0.52,9.05,0.03,-0.01,0.0
840851,-1.1,0.53,9.09,0.03,-0.01,0.0
840861,-1.08,0.52,9.08,0.03,-0.01,0.0
840871,-1.08,0.51,9.07,0.03,-0.01,0.0
840881,-1.08,0.51,9.07,0.03,-0.01,0.01
840891,-1.09,0.51,9.08,0.03,-0.01,0.01
840901,-1.08,0.53,9.09,0.03,-0.01,0.0
840911,-1.08,0.52,9.07,0.03,-0.01,0.0
840921,-1.1,0.51,9.05,0.03,-0.01,0.0
840931,-1.1,0.5,9.08,0.03,-0.01,0.0
840941,-1.09,0.51,9.05,0.03,-0.01,0.0
840951,-1.1,0.49,9.08,0.03,-0.01,0.0
840961,-1.09,0.5,9.08,0.03,-0.01,0.0
840971,-1.08,0.5,9.06,0.03,-0.01,0.0
840981,-1.07,0.51,9.06,0.03,-0.01,0.0
840991,-1.1,0.51,9.08,0.03,-0.01,0.0
841001,-1.09,0.53,9.06,0.03,-0.01,0.0
841011,-1.09,0.51,9.07,0.03,-0.01,0.0
841021,-1.11,0.52,9.1,0.03,-0.01,0.0
841031,-1.1,0.49,9.1,0.03,-0.01,0.0
841041,-1.1,0.48,9.07,0.03,-0.01,0.0
841051,-1.1,0.51,9.07,0.03,-0.01,0.0
841061,-1.1,0.51,9.05,0.03,-0.01,0.0
841071,-1.09,0.53,9.04,0.03,-0.01,0.0
841081,-1.09,0.52,9.07,0.03,-0.01,0.0
841091,-1.08,0.52,9.08,0.03,-0.01,0.0
841101,-1.09,0.51,9.09,0.03,-0.01,0.01
841111,-1.09,0.51,9.11,0.03,-0.01,0.0
841121,-1.1,0.49,9.1,0.03,-0.01,0.0
841131,-1.08,0.5,9.08,0.03,-0.01,0.0
841141,-1.1,0.5,9.08,0.03,-0.01,0.0
841151,-1.11,0.5,9.07,0.03,-0.01,0.0
841161,-1.1,0.5,9.06,0.03,-0.01,0.0
841171,-1.08,0.51,9.07,0.03,-0.01,0.01
841181,-1.08,0.52,9.08,0.03,-0.01,0.01
841191,-1.09,0.52,9.1,0.03,-0.01,0.01
841201,-1.08,0.53,9.09,0.03,-0.01,0.01
841211,-1.07,0.5,9.12,0.03,-0.01,0.0
841221,-1.09,0.5,9.1,0.03,-0.01,0.01
841231,-1.09,0.52,9.07,0.03,-0.01,0.0
841241,-1.11,0.52,9.06,0.03,-0.01,0.0
841251,-1.1,0.51,9.06,0.03,-0.01,0.0
841261,-1.1,0.51,9.08,0.04,-0.01,0.0
841271,-1.09,0.48,9.05,0.03,-0.01,0.0
841281,-1.08,0.49,9.06,0.03,-0.01,0.0
841291,-1.11,0.49,9.1,0.03,-0.01,0.0
841301,-1.09,0.49,9.09,0.03,-0.01,0.0
841311,-1.08,0.5,9.08,0.03,-0.01,0.0
841321,-1.1,0.52,9.1,0.03,-0.01,0.0
841331,-1.08,0.51,9.08,0.03,-0.01,0.0
841341,-1.08,0.52,9.06,0.03,-0.01,0.0
841351,-1.08,0.52,9.08,0.03,-0.01,0.0
841361,-1.09,0.51,9.1,0.03,-0.01,0.0
841371,-1.08,0.51,9.06,0.03,-0.01,0.0
841381,-1.09,0.5,9.06,0.03,-0.01,0.0
841391,-1.08,0.5,9.06,0.03,-0.01,0.0
841401,-1.08,0.51,9.06,0.03,-0.01,0.0
841411,-1.09,0.51,9.11,0.03,-0.01,0.0
841421,-1.09,0.51,9.11,0.03,-0.01,0.0
841431,-1.1,0.51,9.09,0.03,-0.01,0.0
841441,-1.09,0.52,9.07,0.03,-0.01,0.0
841451,-1.12,0.52,9.08,0.03,-0.01,0.0
841461,-1.1,0.51,9.07,0.03,-0.01,0.0
841471,-1.08,0.5,9.1,0.03,-0.01,0.0
841481,-1.07,0.5,9.07,0.03,-0.01,0.0
841491,-1.07,0.5,9.11,0.03,-0.01,0.0
841501,-1.08,0.52,9.06,0.03,-0.01,0.0
841511,-1.09,0.51,9.05,0.03,-0.01,0.0
841521,-1.1,0.52,9.07,0.03,-0.01,0.0
841531,-1.1,0.52,9.08,0.03,-0.01,0.0
841541,-1.11,0.52,9.08,0.03,-0.01,0.0
841551,-1.09,0.52,9.09,0.03,-0.01,0.0
841561,-1.11,0.48,9.11,0.03,-0.01,0.0
841571,-1.1,0.49,9.06,0.03,-0.01,0.0
841581,-1.09,0.51,9.09,0.03,-0.01,0.0
841591,-1.09,0.51,9.08,0.03,-0.01,0.0
841601,-1.09,0.51,9.07,0.03,-0.01,0.0
841611,-1.08,0.51,9.07,0.03,-0.01,0.0
841621,-1.09,0.5,9.06,0.03,-0.01,0.0
841631,-1.07,0.51,9.08,0.03,-0.01,0.0
841641,-1.09,0.51,9.07,0.03,-0.01,0.0
841651,-1.08,0.51,9.1,0.03,-0.01,0.01
841661,-1.08,0.53,9.08,0.03,-0.01,0.01
841671,-1.07,0.5,9.07,0.03,-0.01,0.01
841681,-1.09,0.51,9.08,0.03,-0.01,0.0
841691,-1.11,0.5,9.11,0.03,-0.01,0.0
841701,-1.11,0.52,9.07,0.03,-0.01,0.01
841711,-1.11,0.52,9.09,0.03,-0.01,0.01
841721,-1.1,0.53,9.07,0.03,-0.01,0.0
841731,-1.07,0.51,9.09,0.03,-0.01,0.0
841741,-1.07,0.51,9.08,0.04,-0.01,0.0
841751,-1.09,0.5,9.09,0.03,-0.01,0.0
841761,-1.09,0.5,9.11,0.03,-0.01,0.0
841771,-1.08,0.49,9.09,0.03,-0.01,0.01
841781,-1.09,0.49,9.11,0.03,-0.01,0.0
841791,-1.08,0.51,9.09,0.03,-0.01,0.0
841801,-1.09,0.51,9.09,0.03,-0.01,0.01
841811,-1.1,0.51,9.09,0.03,-0.01,0.0
841821,-1.1,0.51,9.07,0.03,-0.01,0.0
841831,-1.11,0.51,9.09,0.03,-0.01,0.01
841841,-1.1,0.51,9.07,0.03,-0.01,0.0
841851,-1.08,0.51,9.07,0.03,-0.01,0.0
841861,-1.08,0.52,9.08,0.03,-0.01,0.0
841871,-1.08,0.52,9.1,0.03,-0.01,0.01
841881,-1.08,0.51,9.09,0.03,-0.01,0.0
841891,-1.09,0.51,9.08,0.03,-0.01,0.01
841901,-1.09,0.51,9.07,0.03,-0.01,0.0
841911,-1.1,0.53,9.06,0.03,-0.01,0.01
841921,-1.1,0.5,9.09,0.03,-0.01,0.0
841931,-1.11,0.5,9.1,0.03,-0.01,0.0
841941,-1.11,0.51,9.11,0.03,-0.01,0.0
841951,-1.11,0.5,9.11,0.03,-0.01,0.0
841961,-1.09,0.5,9.06,0.03,-0.01,0.0
841971,-1.09,0.5,9.07,0.03,-0.01,0.0
841981,-1.07,0.51,9.08,0.03,-0.01,0.0
841991,-1.06,0.5,9.08,0.03,-0.01,0.0
842001,-1.06,0.48,9.07,0.03,-0.01,0.01
842011,-1.06,0.49,9.09,0.03,-0.01,0.0
842021,-1.08,0.49,9.06,0.03,-0.01,0.0
842031,-1.11,0.52,9.06,0.03,-0.01,0.0
842041,-1.13,0.52,9.05,0.03,-0.01,0.0
842051,-1.1,0.52,9.05,0.03,-0.01,0.0
842061,-1.1,0.53,9.07,0.03,-0.01,0.0
842071,-1.12,0.51,9.06,0.03,-0.01,0.0
842081,-1.1,0.51,9.08,0.04,-0.01,0.0
842091,-1.08,0.51,9.11,0.03,-0.01,0.0
842101,-1.06,0.51,9.09,0.03,-0.01,0.0
842111,-1.06,0.5,9.08,0.03,-0.01,0.0
842121,-1.08,0.48,9.06,0.03,-0.01,0.0
842131,-1.09,0.49,9.08,0.03,-0.01,0.0
842141,-1.1,0.5,9.1,0.03,-0.01,0.0
842151,-1.1,0.52,9.06,0.03,-0.01,0.01
842161,-1.13,0.53,9.09,0.03,-0.01,0.01
842171,-1.1,0.54,9.09,0.03,-0.01,0.01
842181,-1.09,0.54,9.06,0.03,-0.01,0.0
842191,-1.07,0.55,9.08,0.03,-0.01,0.0
842201,-1.07,0.54,9.07,0.03,-0.01,0.0
842211,-1.1,0.53,9.06,0.04,-0.01,0.0
842221,-1.08,0.51,9.06,0.03,-0.01,0.0
842231,-1.1,0.49,9.07,0.03,-0.01,0.0
842241,-1.1,0.5,9.09,0.03,-0.01,0.0
842251,-1.1,0.49,9.08,0.03,-0.01,0.0
842261,-1.12,0.49,9.09,0.03,-0.01,0.0
842271,-1.09,0.51,9.07,0.03,-0.01,0.01
842281,-1.1,0.51,9.07,0.03,-0.01,0.0
842291,-1.1,0.52,9.07,0.03,-0.01,0.0
842301,-1.09,0.52,9.08,0.03,-0.01,0.0
842311,-1.08,0.52,9.07,0.03,-0.01,0.0
842321,-1.07,0.51,9.09,0.03,-0.01,0.01
842331,-1.07,0.51,9.09,0.04,-0.01,0.01
842341,-1.09,0.48,9.09,0.03,-0.01,0.0
842351,-1.1,0.49,9.06,0.03,-0.01,0.0
842361,-1.09,0.49,9.08,0.03,-0.01,0.0
842371,-1.08,0.49,9.06,0.03,-0.01,0.0
842381,-1.08,0.51,9.09,0.03,-0.01,0.0
842391,-1.08,0.52,9.11,0.03,-0.01,0.0
842401,-1.08,0.53,9.11,0.03,-0.01,0.0
842411,-1.08,0.54,9.09,0.03,-0.01,0.0
842421,-1.08,0.54,9.12,0.03,-0.01,0.0
842431,-1.11,0.51,9.09,0.03,-0.01,0.0
842441,-1.12,0.51,9.06,0.03,-0.01,0.0
842451,-1.11,0.51,9.03,0.03,-0.01,0.0
842461,-1.09,0.5,9.06,0.03,-0.01,0.0
842471,-1.09,0.51,9.05,0.03,-0.01,0.0
842481,-1.07,0.5,9.06,0.03,-0.01,0.0
842491,-1.06,0.5,9.05,0.03,-0.01,0.0
842501,-1.06,0.49,9.06,0.03,-0.01,0.0
842511,-1.07,0.5,9.08,0.03,-0.01,0.0
842521,-1.08,0.49,9.09,0.03,-0.01,0.01
842531,-1.08,0.49,9.09,0.03,-0.01,0.01
842541,-1.1,0.49,9.08,0.03,-0.01,0.0
842551,-1.11,0.51,9.07,0.03,-0.01,0.0
842561,-1.09,0.52,9.09,0.03,-0.01,0.0
842571,-1.1,0.53,9.05,0.03,-0.01,0.0
842581,-1.09,0.53,9.06,0.03,-0.01,0.0
842591,-1.06,0.52,9.07,0.03,-0.01,0.01
842601,-1.08,0.52,9.11,0.03,-0.01,0.0
842611,-1.1,0.51,9.1,0.03,-0.01,0.0
842621,-1.1,0.49,9.06,0.03,-0.01,0.0
842631,-1.12,0.5,9.07,0.03,-0.01,0.0
842641,-1.12,0.51,9.07,0.03,-0.01,0.0
842651,-1.1,0.51,9.08,0.03,-0.01,0.0
842661,-1.08,0.51,9.07,0.03,-0.01,0.0
842671,-1.1,0.49,9.07,0.03,-0.01,0.0
842681,-1.08,0.49,9.06,0.03,-0.01,0.0
842691,-1.08,0.5,9.06,0.03,-0.01,0.0
842701,-1.07,0.5,9.09,0.03,-0.01,0.0
842711,-1.09,0.51,9.09,0.03,-0.01,0.0
842721,-1.1,0.51,9.09,0.03,-0.01,0.0
842731,-1.1,0.5,9.09,0.03,-0.01,0.0
842741,-1.1,0.52,9.09,0.03,-0.01,0.0
842751,-1.09,0.51,9.08,0.03,-0.01,0.01
842761,-1.07,0.52,9.08,0.03,-0.01,0.01
842771,-1.08,0.51,9.09,0.03,-0.01,0.0
842781,-1.07,0.51,9.08,0.03,-0.01,0.0
842791,-1.1,0.5,9.09,0.03,-0.01,0.0
842801,-1.08,0.51,9.07,0.03,-0.01,0.0
842811,-1.08,0.51,9.06,0.03,-0.01,0.0
842821,-1.08,0.51,9.07,0.03,-0.01,0.0
842831,-1.12,0.51,9.04,0.03,-0.01,0.0
842841,-1.1,0.5,9.05,0.03,-0.01,0.0
842851,-1.09,0.5,9.09,0.03,-0.01,0.0
842861,-1.07,0.5,9.11,0.03,-0.01,0.0
842871,-1.07,0.51,9.09,0.03,-0.01,0.0
842881,-1.09,0.5,9.09,0.03,-0.01,0.0
842891,-1.09,0.52,9.1,0.03,-0.01,0.0
842901,-1.08,0.51,9.06,0.03,-0.01,0.0
842911,-1.11,0.51,9.07,0.03,-0.01,0.01
842921,-1.09,0.52,9.06,0.03,-0.01,0.0
842931,-1.11,0.51,9.1,0.03,-0.01,0.0
842941,-1.11,0.51,9.1,0.03,-0.01,0.0
842951,-1.07,0.52,9.11,0.03,-0.01,0.0
842961,-1.07,0.49,9.09,0.03,-0.01,0.0
842971,-1.06,0.49,9.09,0.03,-0.01,0.01
842981,-1.06,0.49,9.09,0.03,-0.01,0.0
842991,-1.07,0.47,9.08,0.03,-0.01,0.0
843001,-1.07,0.45,9.11,0.03,-0.01,0.01
843011,-1.09,0.48,9.08,0.03,-0.01,0.01
843021,-1.11,0.51,9.07,0.03,-0.01,0.01
843031,-1.11,0.53,9.06,0.03,-0.01,0.01
843041,-1.12,0.53,9.06,0.03,-0.01,0.0
843051,-1.09,0.55,9.08,0.03,-0.01,0.0
843061,-1.1,0.55,9.09,0.03,-0.01,0.0
843071,-1.1,0.52,9.08,0.03,-0.01,0.0
843081,-1.1,0.49,9.09,0.03,-0.01,0.0
843091,-1.1,0.48,9.06,0.03,-0.01,0.0
843101,-1.07,0.48,9.06,0.03,-0.01,0.0
843111,-1.07,0.48,9.08,0.03,-0.01,0.0
843121,-1.09,0.47,9.07,0.03,-0.01,0.0
843131,-1.08,0.5,9.09,0.03,-0.01,0.0
843141,-1.07,0.48,9.07,0.03,-0.01,0.0
843151,-1.06,0.51,9.05,0.03,-0.01,0.0
843161,-1.07,0.51,9.04,0.03,-0.01,0.0
843171,-1.07,0.52,9.04,0.03,-0.01,0.0
843181,-1.08,0.54,9.12,0.03,-0.01,0.0
843191,-1.09,0.54,9.06,0.03,-0.01,0.0
843201,-1.09,0.54,9.07,0.03,-0.01,0.0
843211,-1.11,0.51,9.06,0.03,-0.01,0.0
843221,-1.1,0.51,9.07,0.03,-0.01,0.0
843231,-1.07,0.52,9.08,0.03,-0.01,0.0
843241,-1.08,0.51,9.06,0.03,-0.01,0.0
843251,-1.07,0.49,9.08,0.03,-0.01,0.0
843261,-1.08,0.49,9.08,0.03,-0.01,0.0
843271,-1.09,0.48,9.07,0.03,-0.01,0.0
843281,-1.1,0.48,9.08,0.03,-0.01,0.0
843291,-1.11,0.49,9.07,0.03,-0.01,0.0
843301,-1.09,0.5,9.06,0.03,-0.01,0.0
843311,-1.11,0.51,9.06,0.03,-0.01,0.0
843321,-1.12,0.53,9.05,0.03,-0.01,0.0
843331,-1.1,0.52,9.08,0.03,-0.01,0.0
843341,-1.09,0.52,9.09,0.03,-0.01,0.01
843351,-1.08,0.51,9.08,0.03,-0.01,0.0
843361,-1.1,0.5,9.07,0.03,-0.01,0.0
843371,-1.09,0.5,9.08,0.03,-0.01,0.0
843381,-1.08,0.5,9.09,0.03,-0.01,0.0
843391,-1.07,0.49,9.07,0.03,-0.01,0.0
843401,-1.09,0.49,9.05,0.03,-0.01,0.0
843411,-1.1,0.5,9.06,0.03,-0.01,0.01
843421,-1.1,0.48,9.09,0.03,-0.01,0.0
843431,-1.1,0.52,9.07,0.03,-0.01,0.0
843441,-1.09,0.49,9.04,0.03,-0.01,0.0
843451,-1.09,0.51,9.06,0.03,-0.01,0.0
843461,-1.09,0.54,9.07,0.03,-0.01,0.0
843471,-1.07,0.52,9.07,0.03,-0.01,0.0
843481,-1.08,0.51,9.09,0.03,-0.01,0.0
843491,-1.11,0.5,9.07,0.03,-0.01,0.0
843501,-1.1,0.51,9.07,0.03,-0.01,0.0
843511,-1.09,0.49,9.08,0.03,-0.01,0.0
843521,-1.08,0.51,9.11,0.03,-0.01,0.0
843531,-1.07,0.51,9.07,0.03,-0.01,0.0
843541,-1.08,0.5,9.09,0.03,-0.01,0.01
843551,-1.1,0.51,9.08,0.03,-0.01,0.0
843561,-1.09,0.5,9.06,0.03,-0.01,0.01
843571,-1.08,0.51,9.07,0.03,-0.01,0.0
843581,-1.07,0.54,9.07,0.03,-0.01,0.0
843591,-1.09,0.51,9.06,0.03,-0.01,0.0
843601,-1.11,0.51,9.07,0.03,-0.01,0.0
843611,-1.1,0.53,9.1,0.03,-0.01,0.0
843621,-1.1,0.51,9.1,0.03,-0.01,0.0
843631,-1.09,0.51,9.08,0.03,-0.01,0.0
843641,-1.08,0.53,9.06,0.03,-0.01,0.0
843651,-1.08,0.5,9.06,0.03,-0.01,0.0
843661,-1.09,0.51,9.11,0.03,-0.01,0.0
843671,-1.07,0.5,9.11,0.03,-0.01,0.0
843681,-1.08,0.52,9.07,0.03,-0.01,0.0
843691,-1.07,0.5,9.04,0.03,-0.01,0.0
843701,-1.1,0.49,9.04,0.03,-0.01,0.0
843711,-1.09,0.49,9.08,0.03,-0.01,0.0
843721,-1.1,0.5,9.05,0.03,-0.01,0.0
843731,-1.08,0.5,9.11,0.03,-0.01,0.0
843741,-1.06,0.49,9.09,0.03,-0.01,0.0
843751,-1.06,0.5,9.09,0.03,-0.01,0.0
843761,-1.07,0.5,9.08,0.03,-0.01,0.01
843771,-1.07,0.5,9.09,0.03,-0.01,0.01
843781,-1.09,0.49,9.07,0.03,-0.01,0.0
843791,-1.1,0.52,9.07,0.03,-0.01,0.01
843801,-1.13,0.51,9.07,0.03,-0.01,0.01
843811,-1.11,0.54,9.09,0.03,-0.01,0.0
843821,-1.11,0.53,9.08,0.03,-0.01,0.0
843831,-1.08,0.53,9.05,0.03,-0.01,0.0
843841,-1.08,0.51,9.07,0.03,-0.01,0.0
843851,-1.07,0.49,9.05,0.03,-0.01,0.0
843861,-1.06,0.48,9.05,0.03,-0.01,0.01
843871,-1.09,0.49,9.08,0.03,-0.01,0.01
843881,-1.09,0.49,9.08,0.03,-0.01,0.0
843891,-1.09,0.49,9.09,0.03,-0.01,0.0
843901,-1.09,0.51,9.08,0.03,-0.01,0.0
843911,-1.11,0.51,9.06,0.03,-0.01,0.0
843921,-1.07,0.52,9.06,0.03,-0.01,0.0
843931,-1.08,0.51,9.08,0.03,-0.01,0.01
843941,-1.08,0.51,9.1,0.03,-0.01,0.0
843951,-1.09,0.51,9.1,0.03,-0.01,0.0
843961,-1.09,0.51,9.11,0.03,-0.01,0.0
843971,-1.09,0.52,9.1,0.03,-0.01,0.0
843981,-1.08,0.52,9.07,0.03,-0.01,0.0
843991,-1.09,0.51,9.1,0.03,-0.01,0.0
844001,-1.11,0.52,9.08,0.03,-0.01,0.0
844011,-1.09,0.49,9.07,0.03,-0.01,0.0
844021,-1.08,0.49,9.08,0.03,-0.01,0.0
844031,-1.08,0.49,9.09,0.03,-0.01,0.0
844041,-1.06,0.5,9.1,0.03,-0.01,0.0
844051,-1.07,0.51,9.07,0.03,-0.01,0.01
844061,-1.09,0.5,9.11,0.03,-0.01,0.0
844071,-1.1,0.51,9.1,0.03,-0.01,0.0
844081,-1.1,0.5,9.07,0.03,-0.01,0.0
844091,-1.09,0.51,9.07,0.03,-0.01,0.01
844101,-1.09,0.51,9.08,0.03,-0.01,0.0
844111,-1.09,0.49,9.06,0.03,-0.01,0.0
844121,-1.08,0.51,9.05,0.03,-0.01,0.0
844131,-1.07,0.49,9.05,0.03,-0.01,0.0
844141,-1.08,0.51,9.07,0.03,-0.01,0.0
844151,-1.1,0.5,9.08,0.03,-0.01,0.0
844161,-1.1,0.51,9.07,0.03,-0.01,0.0
844171,-1.08,0.49,9.08,0.03,-0.01,0.01
844181,-1.08,0.49,9.08,0.03,-0.01,0.0
844191,-1.09,0.51,9.07,0.03,-0.01,0.0
844201,-1.08,0.5,9.07,0.03,-0.01,0.0
844211,-1.1,0.51,9.06,0.03,-0.01,0.0
844221,-1.11,0.53,9.07,0.03,-0.01,0.0
844231,-1.12,0.52,9.08,0.03,-0.01,0.0
844241,-1.09,0.52,9.06,0.03,-0.01,0.0
844251,-1.08,0.52,9.07,0.03,-0.01,0.0
844261,-1.08,0.51,9.06,0.03,-0.01,0.0
844271,-1.08,0.49,9.08,0.03,-0.01,0.0
844281,-1.1,0.48,9.09,0.03,-0.01,0.0
844291,-1.1,0.48,9.08,0.03,-0.01,0.0
844301,-1.09,0.5,9.09,0.03,-0.01,0.01
844311,-1.1,0.51,9.09,0.03,-0.01,0.0
844321,-1.09,0.52,9.08,0.03,-0.01,0.0
844331,-1.1,0.52,9.09,0.03,-0.01,0.0
844341,-1.08,0.52,9.06,0.03,-0.01,0.0
844351,-1.08,0.51,9.07,0.03,-0.01,0.0
844361,-1.09,0.5,9.05,0.03,-0.01,0.0
844371,-1.08,0.51,9.06,0.03,-0.01,0.0
844381,-1.08,0.5,9.09,0.03,-0.01,0.0
844391,-1.08,0.49,9.09,0.03,-0.01,0.0
844401,-1.09,0.51,9.07,0.03,-0.01,0.0
844411,-1.1,0.51,9.09,0.03,-0.01,0.0
844421,-1.1,0.52,9.07,0.03,-0.01,0.0
844431,-1.09,0.52,9.06,0.03,-0.01,0.0
844441,-1.08,0.52,9.06,0.03,-0.01,0.0
844451,-1.08,0.51,9.06,0.03,-0.01,0.0
844461,-1.08,0.51,9.08,0.03,-0.01,0.0
844471,-1.08,0.51,9.07,0.03,-0.01,0.0
844481,-1.09,0.49,9.07,0.03,-0.01,0.01
844491,-1.09,0.5,9.06,0.03,-0.01,0.0
844501,-1.09,0.5,9.07,0.03,-0.01,0.0
844511,-1.09,0.51,9.09,0.03,-0.01,0.0
844521,-1.09,0.51,9.08,0.03,-0.01,0.0
844531,-1.09,0.51,9.1,0.03,-0.01,0.0
844541,-1.1,0.52,9.06,0.03,-0.01,0.0
844551,-1.1,0.54,9.07,0.03,-0.01,0.0
844561,-1.11,0.53,9.08,0.03,-0.01,0.0
844571,-1.11,0.51,9.06,0.03,-0.01,0.0
844581,-1.1,0.5,9.07,0.03,-0.01,0.0
844591,-1.08,0.49,9.08,0.03,-0.01,0.0
844601,-1.08,0.49,9.1,0.03,-0.01,0.0
844611,-1.07,0.48,9.09,0.03,-0.01,0.0
844621,-1.06,0.47,9.09,0.03,-0.01,0.0
844631,-1.08,0.49,9.11,0.03,-0.01,0.0
844641,-1.09,0.47,9.09,0.03,-0.01,0.01
844651,-1.1,0.5,9.07,0.03,-0.01,0.01
844661,-1.08,0.51,9.08,0.03,-0.01,0.01
844671,-1.1,0.51,9.09,0.03,-0.01,0.01
844681,-1.1,0.53,9.05,0.03,-0.01,0.01
844691,-1.11,0.51,9.08,0.03,-0.01,0.0
844701,-1.1,0.53,9.08,0.03,-0.01,0.0
844711,-1.08,0.51,9.08,0.03,-0.01,0.0
844721,-1.08,0.51,9.08,0.03,-0.01,0.0
844731,-1.07,0.49,9.08,0.03,-0.01,0.0
844741,-1.07,0.51,9.09,0.03,-0.01,0.01
844751,-1.08,0.49,9.05,0.03,-0.01,0.0
844761,-1.08,0.48,9.07,0.03,-0.01,0.0
844771,-1.08,0.48,9.09,0.03,-0.01,0.0
844781,-1.07,0.51,9.08,0.03,-0.01,0.0
844791,-1.09,0.51,9.09,0.03,-0.01,0.0
844801,-1.09,0.51,9.08,0.03,-0.01,0.0
844811,-1.11,0.51,9.08,0.03,-0.01,0.0
844821,-1.08,0.54,9.05,0.03,-0.01,0.0
844831,-1.07,0.52,9.06,0.03,-0.01,0.01
844841,-1.1,0.53,9.06,0.03,-0.01,0.0
844851,-1.1,0.5,9.07,0.03,-0.01,0.0
844861,-1.11,0.5,9.08,0.03,-0.01,0.0
844871,-1.1,0.49,9.09,0.03,-0.01,0.0
844881,-1.08,0.48,9.06,0.03,-0.01,0.0
844891,-1.07,0.49,9.07,0.03,-0.01,0.0
844901,-1.08,0.51,9.05,0.03,-0.01,0.0
844911,-1.08,0.52,9.09,0.03,-0.01,0.01
844921,-1.06,0.52,9.09,0.03,-0.01,0.0
844931,-1.07,0.52,9.08,0.03,-0.01,0.01
844941,-1.08,0.53,9.07,0.03,-0.01,0.01
844951,-1.09,0.5,9.08,0.03,-0.01,0.0
844961,-1.11,0.5,9.08,0.03,-0.01,0.0
844971,-1.12,0.51,9.08,0.03,-0.01,0.01
844981,-1.1,0.51,9.06,0.03,-0.01,0.0
844991,-1.09,0.51,9.05,0.03,-0.01,0.0
845001,-1.09,0.53,9.06,0.03,-0.01,0.0
845011,-1.08,0.5,9.06,0.03,-0.01,0.0
845021,-1.08,0.51,9.08,0.03,-0.01,0.0
845031,-1.08,0.49,9.08,0.03,-0.01,0.0
845041,-1.09,0.49,9.05,0.03,-0.01,0.01
845051,-1.09,0.48,9.05,0.03,-0.01,0.0
845061,-1.07,0.5,9.07,0.03,-0.01,0.0
845071,-1.09,0.52,9.06,0.03,-0.01,0.0
845081,-1.09,0.51,9.07,0.03,-0.01,0.0
845091,-1.11,0.52,9.08,0.03,-0.01,0.0
845101,-1.09,0.51,9.06,0.03,-0.01,0.0
845111,-1.1,0.51,9.05,0.03,-0.01,0.0
845121,-1.07,0.51,9.08,0.03,-0.01,0.0
845131,-1.09,0.51,9.1,0.03,-0.01,0.0
845141,-1.08,0.5,9.07,0.03,-0.01,0.0
845151,-1.1,0.5,9.08,0.03,-0.01,0.01
845161,-1.1,0.51,9.07,0.03,-0.01,0.0
845171,-1.1,0.5,9.07,0.03,-0.01,0.01
845181,-1.1,0.49,9.08,0.03,-0.01,0.0
845191,-1.1,0.51,9.07,0.03,-0.01,0.01
845201,-1.09,0.51,9.08,0.03,-0.01,0.01
845211,-1.06,0.52,9.08,0.03,-0.01,0.0
845221,-1.08,0.52,9.09,0.03,-0.01,0.0
845231,-1.08,0.53,9.09,0.03,-0.01,0.0
845241,-1.08,0.52,9.06,0.03,-0.01,0.0
845251,-1.1,0.51,9.06,0.03,-0.01,0.0
845261,-1.11,0.51,9.09,0.03,-0.01,0.0
845271,-1.1,0.49,9.07,0.03,-0.01,0.01
845281,-1.11,0.49,9.07,0.03,-0.01,0.01
845291,-1.12,0.49,9.07,0.03,-0.01,0.0
845301,-1.1,0.5,9.08,0.03,-0.01,0.0
845311,-1.09,0.51,9.11,0.03,-0.01,0.0
845321,-1.07,0.54,9.08,0.03,-0.01,0.0
845331,-1.08,0.54,9.07,0.03,-0.01,0.0
845341,-1.08,0.53,9.09,0.03,-0.01,0.0
845351,-1.08,0.53,9.08,0.03,-0.01,0.0
845361,-1.1,0.5,9.07,0.03,-0.01,0.0
845371,-1.11,0.49,9.09,0.03,-0.01,0.0
845381,-1.11,0.49,9.08,0.03,-0.01,0.0
845391,-1.1,0.5,9.08,0.03,-0.01,0.0
845401,-1.1,0.49,9.09,0.03,-0.01,0.0
845411,-1.09,0.5,9.08,0.03,-0.01,0.0
845421,-1.09,0.5,9.04,0.03,-0.01,0.01
845431,-1.07,0.51,9.07,0.03,-0.01,0.01
845441,-1.08,0.51,9.08,0.03,-0.01,0.0
845451,-1.09,0.5,9.07,0.03,-0.01,0.0
845461,-1.08,0.51,9.06,0.03,-0.01,0.0
845471,-1.08,0.53,9.07,0.03,-0.01,0.01
845481,-1.1,0.53,9.08,0.03,-0.01,0.0
845491,-1.09,0.53,9.07,0.03,-0.01,0.0
845501,-1.12,0.53,9.05,0.03,-0.01,0.0
845511,-1.11,0.51,9.08,0.03,-0.01,0.0
845521,-1.07,0.49,9.09,0.03,-0.01,0.0
845531,-1.09,0.48,9.09,0.03,-0.01,0.0
845541,-1.08,0.5,9.08,0.03,-0.01,0.0
845551,-1.08,0.5,9.11,0.03,-0.01,0.0
845561,-1.11,0.52,9.08,0.03,-0.01,0.0
845571,-1.1,0.51,9.09,0.03,-0.01,0.0
845581,-1.09,0.53,9.07,0.03,-0.01,0.0
845591,-1.09,0.53,9.08,0.03,-0.01,0.01
845601,-1.09,0.5,9.09,0.03,-0.01,0.01
