#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
9.23,9.16,1.35
9.02,9.15,1.35
9.17,9.15,1.35
9.20,9.16,1.35
9.03,9.15,1.35
9.21,9.15,1.35
9.22,9.16,1.35
9.09,9.15,1.35
8.99,9.14,1.35
9.22,9.14,1.35
9.14,9.14,1.35
9.08,9.14,1.35
9.20,9.14,1.35
9.08,9.14,1.35
9.22,9.15,1.35
9.22,9.15,1.35
9.03,9.14,1.35
9.19,9.15,1.35
9.11,9.14,1.35
9.00,9.13,1.35
9.07,9.13,1.35
9.29,9.14,1.35
9.11,9.14,1.35
9.08,9.13,1.35
9.16,9.13,1.35
9.01,9.12,1.35
9.23,9.13,1.35
9.16,9.14,1.35
9.05,9.13,1.35
9.17,9.13,1.35
9.22,9.14,1.35
9.05,9.13,1.35
9.15,9.13,1.35
9.25,9.14,1.35
9.09,9.14,1.35
9.12,9.14,1.35
9.19,9.14,1.35
9.08,9.14,1.35
9.21,9.14,1.35
9.23,9.15,1.35
9.04,9.14,1.35
9.20,9.15,1.35
9.23,9.15,1.35
9.10,9.15,1.35
9.09,9.14,1.35
9.19,9.15,1.35
9.25,9.16,1.35
9.11,9.15,1.35
9.16,9.15,1.35
9.11,9.15,1.35
9.06,9.14,1.35
9.15,9.14,1.35
9.06,9.13,1.35
9.11,9.13,1.35
9.18,9.14,1.35
9.24,9.14,1.35
9.05,9.14,1.35
9.16,9.14,1.35
9.21,9.14,1.35
9.08,9.14,1.35
9.08,9.13,1.35
9.18,9.14,1.35
9.19,9.14,1.35
9.12,9.14,1.35
9.06,9.13,1.35
9.13,9.13,1.35
9.20,9.14,1.35
9.14,9.14,1.35
9.02,9.13,1.35
9.21,9.14,1.35
9.31,9.15,1.35
9.21,9.16,1.35
9.15,9.15,1.35
9.17,9.16,1.35
9.22,9.16,1.35
9.17,9.16,1.35
9.22,9.17,1.35
9.18,9.17,1.35
9.12,9.16,1.35
9.23,9.17,1.35
9.06,9.16,1.35
9.08,9.15,1.35
9.21,9.16,1.35
9.17,9.16,1.35
8.97,9.14,1.35
9.27,9.15,1.35
9.17,9.16,1.35
9.04,9.15,1.35
9.29,9.16,1.35
9.16,9.16,1.35
9.18,9.16,1.35
9.21,9.16,1.35
9.11,9.16,1.35
9.12,9.16,1.35
9.20,9.16,1.35
9.05,9.15,1.35
9.01,9.14,1.35
9.09,9.13,1.35
9.26,9.14,1.35
9.02,9.13,1.35
9.33,9.15,1.35
9.19,9.15,1.35
9.15,9.15,1.35
9.23,9.16,1.35
9.13,9.16,1.35
9.09,9.15,1.35
9.28,9.16,1.35
9.11,9.16,1.35
9.01,9.15,1.35
9.22,9.15,1.35
9.30,9.16,1.35
8.96,9.15,1.35
9.18,9.15,1.35
9.17,9.15,1.35
9.05,9.14,1.35
9.25,9.15,1.35
9.17,9.15,1.35
9.11,9.15,1.35
9.26,9.16,1.35
9.12,9.16,1.35
9.00,9.14,1.35
9.28,9.15,1.35
9.30,9.17,1.35
8.94,9.15,1.35
9.28,9.16,1.35
9.14,9.16,1.35
9.06,9.15,1.35
9.12,9.15,1.35
9.13,9.15,1.35
9.13,9.14,1.35
9.34,9.16,1.35
9.10,9.15,1.35
9.03,9.14,1.35
9.28,9.16,1.35
9.34,9.17,1.35
9.14,9.17,1.35
9.26,9.18,1.35
9.17,9.18,1.35
9.04,9.16,1.35
9.23,9.17,1.35
9.06,9.16,1.35
9.03,9.15,1.35
9.26,9.16,1.35
9.11,9.16,1.35
9.09,9.15,1.35
9.31,9.16,1.35
9.33,9.18,1.35
9.10,9.17,1.35
9.16,9.17,1.35
9.26,9.18,1.35
9.07,9.17,1.35
9.15,9.17,1.35
9.16,9.17,1.35
9.10,9.16,1.35
9.23,9.17,1.35
9.14,9.16,1.35
8.98,9.15,1.35
9.28,9.16,1.35
9.22,9.17,1.35
9.01,9.15,1.35
9.17,9.15,1.35
9.17,9.16,1.35
9.19,9.16,1.35
9.11,9.15,1.35
9.17,9.16,1.35
9.15,9.16,1.35
9.29,9.17,1.35
9.17,9.17,1.35
8.96,9.15,1.35
9.22,9.16,1.35
9.20,9.16,1.35
8.90,9.14,1.35
9.10,9.14,1.35
9.21,9.14,1.35
9.04,9.13,1.35
9.17,9.14,1.35
9.18,9.14,1.35
9.17,9.14,1.35
9.25,9.15,1.35
9.13,9.15,1.35
9.12,9.15,1.35
9.28,9.16,1.35
9.25,9.17,1.35
9.07,9.16,1.35
