Variance,Std_Dev,Label_R
0.0002,0.014142136,0.01
0.0002,0.014142136,0.01
0.000249,0.015779734,0.01
0.000305,0.017464249,0.01
0.00028,0.016733201,0.01
0.000184,0.01356466,0.01
0.000181,0.013453624,0.01
0.000244,0.015620499,0.01
0.000244,0.015620499,0.01
0.000261,0.016155494,0.01
0.000205,0.014317821,0.01
0.000205,0.014317821,0.01
0.00028,0.016733201,0.01
0.000364,0.019078784,0.01
0.0003,0.017320508,0.01
0.000256,0.016,0.01
0.000201,0.014177447,0.01
0.000196,0.014,0.01
0.000181,0.013453624,0.01
0.00028,0.016733201,0.01
0.00028,0.016733201,0.01
0.000289,0.017,0.01
0.000304,0.017435596,0.01
0.000241,0.015524175,0.01
0.00022,0.014832397,0.01
0.000209,0.014456832,0.01
0.000281,0.016763055,0.01
0.000264,0.016248077,0.01
0.000261,0.016155494,0.01
0.000301,0.017349352,0.01
0.000349,0.018681542,0.01
0.000424,0.02059126,0.01
0.000424,0.02059126,0.01
0.000324,0.018,0.01
0.000325,0.018027756,0.01
0.000325,0.018027756,0.01
0.000256,0.016,0.01
0.000269,0.016401219,0.01
0.00024,0.015491933,0.01
0.000201,0.014177447,0.01
0.000201,0.014177447,0.01
0.000129,0.011357817,0.01
0.000144,0.012,0.01
0.000145,0.012041595,0.01
0.000145,0.012041595,0.01
0.000144,0.012,0.01
0.000141,0.011874342,0.01
0.000144,0.012,0.01
0.000121,0.011,0.01
0.000121,0.011,0.01
0.000105,0.010246951,0.01
0.000156,0.012489996,0.01
0.000109,0.010440307,0.01
0.000116,0.01077033,0.01
0.000116,0.01077033,0.01
0.000109,0.010440307,0.01
0.000109,0.010440307,0.01
0.000141,0.011874342,0.01
0.000141,0.011874342,0.01
0.000176,0.013266499,0.01
0.000181,0.013453624,0.01
0.000181,0.013453624,0.01
0.000156,0.012489996,0.01
0.000156,0.012489996,0.01
0.000169,0.013,0.01
0.00018,0.013416408,0.01
0.00018,0.013416408,0.01
0.000141,0.011874342,0.01
0.000141,0.011874342,0.01
0.000196,0.014,0.01
0.000264,0.016248077,0.01
0.000204,0.014282857,0.01
0.000205,0.014317821,0.01
0.000256,0.016,0.01
0.00034,0.018439089,0.01
0.000329,0.018138357,0.01
0.000329,0.018138357,0.01
0.000344,0.018547237,0.01
0.000456,0.021354157,0.01
0.000456,0.021354157,0.01
0.000404,0.020099751,0.01
0.000401,0.020024984,0.01
0.000401,0.020024984,0.01
0.000356,0.018867962,0.01
0.000209,0.014456832,0.01
0.000196,0.014,0.01
0.000224,0.01496663,0.01
0.000224,0.01496663,0.01
0.000285,0.016881943,0.01
0.000285,0.016881943,0.01
0.000304,0.017435596,0.01
0.000356,0.018867962,0.01
0.000389,0.019723083,0.01
0.000341,0.018466185,0.01
0.000429,0.020712315,0.01
0.000469,0.021656408,0.01
0.000469,0.021656408,0.01
0.000469,0.021656408,0.01
0.000285,0.016881943,0.01
0.000285,0.016881943,0.01
0.000284,0.0168523,0.01
0.000284,0.0168523,0.01
0.000256,0.016,0.01
0.0003,0.017320508,0.01
0.000249,0.015779734,0.01
0.000249,0.015779734,0.01
0.000241,0.015524175,0.01
0.000244,0.015620499,0.01
0.000361,0.019,0.01
0.000416,0.020396078,0.01
0.000429,0.020712315,0.01
0.0004,0.02,0.01
0.0004,0.02,0.01
0.000361,0.019,0.01
0.000369,0.019209373,0.01
0.000336,0.018330303,0.01
0.000341,0.018466185,0.01
0.000341,0.018466185,0.01
0.000389,0.019723083,0.01
0.000301,0.017349352,0.01
0.000284,0.0168523,0.01
0.000281,0.016763055,0.01
0.000296,0.017204651,0.01
0.000376,0.019390719,0.01
0.000376,0.019390719,0.01
0.00038,0.019493589,0.01
0.000281,0.016763055,0.01
0.000256,0.016,0.01
0.00018,0.013416408,0.01
0.000209,0.014456832,0.01
0.000209,0.014456832,0.01
0.000216,0.014696938,0.01
0.000249,0.015779734,0.01
0.000144,0.012,0.01
0.000121,0.011,0.01
0.000104,0.010198039,0.01
0.000209,0.014456832,0.01
0.000209,0.014456832,0.01
0.000209,0.014456832,0.01
0.000176,0.013266499,0.01
0.000181,0.013453624,0.01
0.000164,0.012806248,0.01
0.000141,0.011874342,0.01
0.000204,0.014282857,0.01
0.000176,0.013266499,0.01
0.000209,0.014456832,0.01
0.000169,0.013,0.01
0.000129,0.011357817,0.01
0.000129,0.011357817,0.01
0.000129,0.011357817,0.01
0.000129,0.011357817,0.01
0.00016,0.012649111,0.01
0.000196,0.014,0.01
0.000145,0.012041595,0.01
0.000164,0.012806248,0.01
0.000104,0.010198039,0.01
0.000101,0.010049876,0.01
0.000109,0.010440307,0.01
0.000136,0.011661904,0.01
0.00014,0.01183216,0.01
0.000169,0.013,0.01
0.000225,0.015,0.01
0.000249,0.015779734,0.01
0.000321,0.017916473,0.01
0.000324,0.018,0.01
0.000321,0.017916473,0.01
0.000321,0.017916473,0.01
0.000321,0.017916473,0.01
0.000264,0.016248077,0.01
0.000321,0.017916473,0.01
0.000329,0.018138357,0.01
0.000281,0.016763055,0.01
0.000161,0.012688578,0.01
0.000156,0.012489996,0.01
0.000161,0.012688578,0.01
0.000161,0.012688578,0.01
0.00032,0.017888544,0.01
0.000356,0.018867962,0.01
0.000329,0.018138357,0.01
0.000329,0.018138357,0.01
0.000321,0.017916473,0.01
0.000316,0.017776389,0.01
0.000269,0.016401219,0.01
0.000269,0.016401219,0.01
0.000224,0.01496663,0.01
0.000276,0.016613248,0.01
0.000189,0.013747727,0.01
0.000181,0.013453624,0.01
0.000205,0.014317821,0.01
0.000205,0.014317821,0.01
0.000204,0.014282857,0.01
0.000161,0.012688578,0.01
0.000145,0.012041595,0.01
0.000145,0.012041595,0.01
0.000121,0.011,0.01
0.000104,0.010198039,0.01
0.000101,0.010049876,0.01
0.000104,0.010198039,0.01
8.5e-05,0.009219544,0.01
7.6e-05,0.008717798,0.01
8e-05,0.008944272,0.01
8e-05,0.008944272,0.01
0.000116,0.01077033,0.01
0.000101,0.010049876,0.01
0.000124,0.011135529,0.01
0.000136,0.011661904,0.01
0.000216,0.014696938,0.01
0.000285,0.016881943,0.01
0.000261,0.016155494,0.01
0.00036,0.018973666,0.01
0.00036,0.018973666,0.01
0.000441,0.021,0.01
0.000684,0.026153394,0.01
0.000736,0.02712932,0.01
0.000789,0.028089144,0.01
0.000816,0.028565714,0.01
0.000756,0.027495454,0.01
0.000601,0.024515301,0.01
0.000564,0.023748684,0.01
0.000321,0.017916473,0.01
0.000321,0.017916473,0.01
0.000345,0.018574176,0.01
0.000209,0.014456832,0.01
0.000236,0.015362291,0.01
0.000236,0.015362291,0.01
0.000236,0.015362291,0.01
0.000184,0.01356466,0.01
0.000269,0.016401219,0.01
0.000309,0.017578396,0.01
0.000336,0.018330303,0.01
0.000324,0.018,0.01
0.000325,0.018027756,0.01
0.000324,0.018,0.01
0.000304,0.017435596,0.01
0.000244,0.015620499,0.01
0.000244,0.015620499,0.01
0.000265,0.016278821,0.01
0.000161,0.012688578,0.01
0.000116,0.01077033,0.01
0.000125,0.01118034,0.01
0.000141,0.011874342,0.01
0.000149,0.012206556,0.01
0.000149,0.012206556,0.01
0.00014,0.01183216,0.01
0.000136,0.011661904,0.01
8.4e-05,0.009165151,0.01
2.1e-05,0.004582576,0.01
4.5e-05,0.006708204,0.01
9.6e-05,0.009797959,0.01
0.0001,0.01,0.01
0.000225,0.015,0.01
0.000249,0.015779734,0.01
0.000276,0.016613248,0.01
0.000405,0.020124612,0.01
0.000405,0.020124612,0.01
0.000424,0.02059126,0.01
0.000461,0.021470911,0.01
0.000484,0.022,0.01
0.000461,0.021470911,0.01
0.000484,0.022,0.01
0.000376,0.019390719,0.01
0.000281,0.016763055,0.01
0.000329,0.018138357,0.01
0.000281,0.016763055,0.01
0.000281,0.016763055,0.01
0.000281,0.016763055,0.01
0.000265,0.016278821,0.01
0.00024,0.015491933,0.01
0.000209,0.014456832,0.01
0.000156,0.012489996,0.01
0.000236,0.015362291,0.01
0.000284,0.0168523,0.01
0.000209,0.014456832,0.01
0.000209,0.014456832,0.01
0.0002,0.014142136,0.01
0.0002,0.014142136,0.01
0.000236,0.015362291,0.01
0.000141,0.011874342,0.01
0.000141,0.011874342,0.01
0.000141,0.011874342,0.01
0.000144,0.012,0.01
0.000121,0.011,0.01
0.000184,0.01356466,0.01
0.000249,0.015779734,0.01
0.000305,0.017464249,0.01
0.000536,0.023151674,0.01
0.000536,0.023151674,0.01
0.000529,0.023,0.01
0.000521,0.022825424,0.01
0.000521,0.022825424,0.01
0.000484,0.022,0.01
0.000485,0.022022716,0.01
0.000476,0.021817424,0.01
0.000396,0.019899749,0.01
0.000285,0.016881943,0.01
6.9e-05,0.008306624,0.01
5.6e-05,0.007483315,0.01
6.9e-05,0.008306624,0.01
6.9e-05,0.008306624,0.01
0.000109,0.010440307,0.01
0.000109,0.010440307,0.01
0.000136,0.011661904,0.01
0.000136,0.011661904,0.01
0.000129,0.011357817,0.01
0.000136,0.011661904,0.01
0.000161,0.012688578,0.01
0.000161,0.012688578,0.01
0.000196,0.014,0.01
0.000196,0.014,0.01
0.000164,0.012806248,0.01
0.000165,0.012845233,0.01
0.00024,0.015491933,0.01
0.000236,0.015362291,0.01
0.000236,0.015362291,0.01
0.000221,0.014866069,0.01
0.000221,0.014866069,0.01
0.000221,0.014866069,0.01
0.000189,0.013747727,0.01
0.000189,0.013747727,0.01
0.000301,0.017349352,0.01
0.000301,0.017349352,0.01
0.000196,0.014,0.01
0.00016,0.012649111,0.01
0.000189,0.013747727,0.01
0.000189,0.013747727,0.01
0.000181,0.013453624,0.01
0.000204,0.014282857,0.01
0.000204,0.014282857,0.01
0.000256,0.016,0.01
0.000201,0.014177447,0.01
0.000196,0.014,0.01
0.000205,0.014317821,0.01
0.000221,0.014866069,0.01
0.000316,0.017776389,0.01
0.000396,0.019899749,0.01
0.000396,0.019899749,0.01
0.00052,0.022803509,0.01
0.000661,0.02570992,0.01
0.000605,0.024596748,0.01
0.00058,0.024083189,0.01
0.000721,0.026851443,0.01
0.000724,0.026907248,0.01
0.000709,0.026627054,0.01
0.000604,0.024576411,0.01
0.000504,0.022449944,0.01
0.000504,0.022449944,0.01
0.000381,0.019519221,0.01
0.00024,0.015491933,0.01
0.000249,0.015779734,0.01
0.000144,0.012,0.01
0.000156,0.012489996,0.01
0.000144,0.012,0.01
0.000176,0.013266499,0.01
0.000209,0.014456832,0.01
0.000176,0.013266499,0.01
0.000189,0.013747727,0.01
0.000229,0.015132746,0.01
0.000236,0.015362291,0.01
0.000209,0.014456832,0.01
0.000201,0.014177447,0.01
0.00018,0.013416408,0.01
0.000261,0.016155494,0.01
0.000256,0.016,0.01
0.000244,0.015620499,0.01
0.000264,0.016248077,0.01
0.000285,0.016881943,0.01
0.000304,0.017435596,0.01
0.000304,0.017435596,0.01
0.000261,0.016155494,0.01
0.000189,0.013747727,0.01
0.00018,0.013416408,0.01
0.00018,0.013416408,0.01
0.000201,0.014177447,0.01
0.000201,0.014177447,0.01
0.000201,0.014177447,0.01
0.000201,0.014177447,0.01
0.000204,0.014282857,0.01
0.000204,0.014282857,0.01
0.000241,0.015524175,0.01
0.00034,0.018439089,0.01
0.000404,0.020099751,0.01
0.000341,0.018466185,0.01
0.000344,0.018547237,0.01
0.0002,0.014142136,0.01
0.000116,0.01077033,0.01
0.000129,0.011357817,0.01
0.000129,0.011357817,0.01
0.000116,0.01077033,0.01
0.000116,0.01077033,0.01
8e-05,0.008944272,0.01
4.1e-05,0.006403124,0.01
5.6e-05,0.007483315,0.01
4.9e-05,0.007,0.01
6e-05,0.007745967,0.01
6e-05,0.007745967,0.01
8.9e-05,0.009433981,0.01
9.6e-05,0.009797959,0.01
0.000124,0.011135529,0.01
0.000121,0.011,0.01
0.000116,0.01077033,0.01
0.000129,0.011357817,0.01
0.000129,0.011357817,0.01
0.000129,0.011357817,0.01
0.000176,0.013266499,0.01
0.000204,0.014282857,0.01
0.000204,0.014282857,0.01
0.000221,0.014866069,0.01
0.000205,0.014317821,0.01
0.000205,0.014317821,0.01
0.000204,0.014282857,0.01
0.000189,0.013747727,0.01
0.000189,0.013747727,0.01
0.0002,0.014142136,0.01
0.000161,0.012688578,0.01
0.000144,0.012,0.01
0.000116,0.01077033,0.01
8.9e-05,0.009433981,0.01
8.9e-05,0.009433981,0.01
8.9e-05,0.009433981,0.01
0.0001,0.01,0.01
0.000164,0.012806248,0.01
0.000164,0.012806248,0.01
0.000145,0.012041595,0.01
0.000145,0.012041595,0.01
0.000164,0.012806248,0.01
0.000164,0.012806248,0.01
0.000144,0.012,0.01
0.000189,0.013747727,0.01
0.000189,0.013747727,0.01
0.0002,0.014142136,0.01
0.000249,0.015779734,0.01
0.000204,0.014282857,0.01
0.000204,0.014282857,0.01
0.000204,0.014282857,0.01
0.000141,0.011874342,0.01
0.000245,0.015652476,0.01
0.000245,0.015652476,0.01
0.000221,0.014866069,0.01
0.000216,0.014696938,0.01
0.000209,0.014456832,0.01
0.000116,0.01077033,0.01
0.000116,0.01077033,0.01
0.000184,0.01356466,0.01
0.000185,0.013601471,0.01
0.000185,0.013601471,0.01
0.000116,0.01077033,0.01
0.000129,0.011357817,0.01
0.000129,0.011357817,0.01
0.000129,0.011357817,0.01
0.000204,0.014282857,0.01
0.000224,0.01496663,0.01
0.000209,0.014456832,0.01
0.000161,0.012688578,0.01
0.000164,0.012806248,0.01
0.000164,0.012806248,0.01
0.000176,0.013266499,0.01
0.00014,0.01183216,0.01
0.000161,0.012688578,0.01
0.000196,0.014,0.01
0.000196,0.014,0.01
0.000184,0.01356466,0.01
0.000165,0.012845233,0.01
0.000164,0.012806248,0.01
0.000164,0.012806248,0.01
0.000145,0.012041595,0.01
0.000145,0.012041595,0.01
0.000201,0.014177447,0.01
0.000164,0.012806248,0.01
0.000149,0.012206556,0.01
0.00012,0.010954451,0.01
0.00012,0.010954451,0.01
0.000156,0.012489996,0.01
0.000165,0.012845233,0.01
0.000144,0.012,0.01
0.000116,0.01077033,0.01
0.000121,0.011,0.01
0.000124,0.011135529,0.01
0.000124,0.011135529,0.01
0.000145,0.012041595,0.01
0.000145,0.012041595,0.01
0.000241,0.015524175,0.01
0.000209,0.014456832,0.01
0.000176,0.013266499,0.01
0.000176,0.013266499,0.01
0.000161,0.012688578,0.01
0.000164,0.012806248,0.01
0.000161,0.012688578,0.01
0.000145,0.012041595,0.01
7.6e-05,0.008717798,0.01
8.9e-05,0.009433981,0.01
5.6e-05,0.007483315,0.01
8.1e-05,0.009,0.01
0.000105,0.010246951,0.01
0.000121,0.011,0.01
0.000121,0.011,0.01
0.000124,0.011135529,0.01
0.000124,0.011135529,0.01
0.000124,0.011135529,0.01
0.000229,0.015132746,0.01
0.000216,0.014696938,0.01
0.000204,0.014282857,0.01
0.000189,0.013747727,0.01
0.000149,0.012206556,0.01
0.000149,0.012206556,0.01
0.000149,0.012206556,0.01
0.000136,0.011661904,0.01
0.000121,0.011,0.01
0.000124,0.011135529,0.01
4.9e-05,0.007,0.01
0.000201,0.014177447,0.01
0.000201,0.014177447,0.01
0.000184,0.01356466,0.01
0.000185,0.013601471,0.01
0.000204,0.014282857,0.01
0.000176,0.013266499,0.01
0.000176,0.013266499,0.01
0.000169,0.013,0.01
0.000161,0.012688578,0.01
0.000161,0.012688578,0.01
0.000116,0.01077033,0.01
0.000144,0.012,0.01
0.000144,0.012,0.01
0.000256,0.016,0.01
0.00022,0.014832397,0.01
0.000216,0.014696938,0.01
0.000229,0.015132746,0.01
0.000216,0.014696938,0.01
0.000104,0.010198039,0.01
0.000125,0.01118034,0.01
0.000141,0.011874342,0.01
0.00018,0.013416408,0.01
0.00018,0.013416408,0.01
0.000105,0.010246951,0.01
0.000105,0.010246951,0.01
8.1e-05,0.009,0.01
8.1e-05,0.009,0.01
0.00012,0.010954451,0.01
0.000236,0.015362291,0.01
0.000264,0.016248077,0.01
0.000281,0.016763055,0.01
0.000281,0.016763055,0.01
0.00032,0.017888544,0.01
0.000349,0.018681542,0.01
0.000349,0.018681542,0.01
0.000356,0.018867962,0.01
0.000361,0.019,0.01
0.000329,0.018138357,0.01
0.000164,0.012806248,0.01
0.000116,0.01077033,0.01
0.000144,0.012,0.01
0.000201,0.014177447,0.01
0.000209,0.014456832,0.01
0.000161,0.012688578,0.01
0.000161,0.012688578,0.01
0.000145,0.012041595,0.01
0.000121,0.011,0.01
0.000276,0.016613248,0.01
0.000304,0.017435596,0.01
0.000181,0.013453624,0.01
0.000176,0.013266499,0.01
0.000176,0.013266499,0.01
0.000181,0.013453624,0.01
0.000156,0.012489996,0.01
0.000156,0.012489996,0.01
0.000181,0.013453624,0.01
0.000189,0.013747727,0.01
8.5e-05,0.009219544,0.01
0.000109,0.010440307,0.01
0.000109,0.010440307,0.01
0.0001,0.01,0.01
0.0001,0.01,0.01
0.0001,0.01,0.01
0.000109,0.010440307,0.01
0.000109,0.010440307,0.01
0.000109,0.010440307,0.01
6.1e-05,0.00781025,0.01
6.1e-05,0.00781025,0.01
6.1e-05,0.00781025,0.01
6.4e-05,0.008,0.01
0.000116,0.01077033,0.01
0.0002,0.014142136,0.01
0.000236,0.015362291,0.01
0.000261,0.016155494,0.01
0.000285,0.016881943,0.01
0.000389,0.019723083,0.01
0.000396,0.019899749,0.01
0.00044,0.020976177,0.01
0.000489,0.022113344,0.01
0.000705,0.026551836,0.01
0.000729,0.027,0.01
0.000544,0.023323808,0.01
0.000564,0.023748684,0.01
0.000576,0.024,0.01
0.000576,0.024,0.01
0.000384,0.019595918,0.01
0.000444,0.021071308,0.01
0.000329,0.018138357,0.01
0.000385,0.019621417,0.01
0.000289,0.017,0.01
0.000296,0.017204651,0.01
0.091041,0.301730012,0.4
0.092841,0.304698211,0.4
0.074236,0.272462842,0.4
0.047804,0.218641259,0.4
0.028961,0.170179317,0.4
0.020164,0.142,0.4
0.019189,0.138524366,0.4
0.022236,0.149117403,0.4
0.030105,0.173507925,0.4
0.040784,0.201950489,0.4
0.031929,0.178686877,0.4
0.02796,0.16721244,0.4
0.02236,0.149532605,0.4
0.015976,0.126396202,0.4
0.01542,0.124177293,0.4
0.017664,0.132905982,0.4
0.016821,0.129695798,0.4
0.050021,0.22365375,0.4
0.082501,0.287229873,0.4
0.09228,0.303776233,0.4
0.077381,0.278174406,0.4
0.06332,0.251634656,0.4
0.050744,0.225264289,0.4
0.047729,0.218469678,0.4
0.05816,0.241163845,0.4
0.078089,0.279444091,0.4
0.091724,0.302859703,0.4
0.081296,0.285124534,0.4
0.05464,0.233752005,0.4
0.025909,0.160962729,0.4
0.018349,0.135458481,0.4
0.008424,0.091782351,0.1
0.00716,0.084616783,0.1
0.009569,0.097821266,0.1
0.012305,0.110927905,0.4
0.01038,0.101882285,0.4
0.006444,0.080274529,0.1
0.032181,0.179390635,0.4
0.060909,0.246797488,0.4
0.057261,0.239292708,0.4
0.053325,0.230922065,0.4
0.047276,0.217430449,0.4
0.050096,0.223821357,0.4
0.065945,0.256797586,0.4
0.092476,0.304098668,0.4
0.116236,0.340934011,0.4
0.13744,0.370729012,0.4
0.123781,0.351825241,0.4
0.075229,0.274279055,0.4
0.059461,0.243846263,0.4
0.034709,0.186303516,0.4
0.028189,0.167895801,0.4
0.035005,0.187096232,0.4
0.06588,0.256670996,0.4
0.096056,0.309929024,0.4
0.106521,0.326375551,0.4
0.094729,0.307780766,0.4
0.066865,0.258582675,0.4
0.047964,0.219006849,0.4
0.04534,0.212931914,0.4
0.06724,0.259306768,0.4
0.102569,0.320263954,0.4
0.137604,0.370950131,0.4
0.146496,0.382747959,0.4
0.123505,0.351432782,0.4
0.087361,0.295568943,0.4
0.049609,0.222730779,0.4
0.055076,0.234682765,0.4
0.086169,0.293545567,0.4
0.120081,0.346527055,0.4
0.13328,0.365075335,0.4
0.119684,0.345953754,0.4
0.091264,0.302099321,0.4
0.067769,0.260324797,0.4
0.056281,0.237236169,0.4
0.058504,0.241876001,0.4
0.070264,0.265073575,0.4
0.079241,0.28149778,0.4
0.065964,0.256834577,0.4
0.044065,0.20991665,0.4
0.024604,0.156856622,0.4
0.019024,0.137927517,0.4
0.02678,0.163645959,0.4
0.043484,0.208528176,0.4
0.052729,0.22962796,0.4
0.051896,0.227806936,0.4
0.042165,0.20534118,0.4
0.034709,0.186303516,0.4
0.037341,0.193238195,0.4
0.048789,0.220882322,0.4
0.06152,0.248032256,0.4
0.06872,0.262144998,0.4
0.067501,0.259809546,0.4
0.052741,0.229654088,0.4
0.034709,0.186303516,0.4
0.023404,0.152983659,0.4
0.01486,0.1219016,0.4
0.101985,0.319350904,0.4
0.160001,0.40000125,0.4
0.177564,0.421383436,0.4
0.163581,0.40445148,0.4
0.148069,0.384797349,0.4
0.129376,0.359688754,0.4
0.119824,0.346156034,0.4
0.135141,0.367615288,0.4
0.16508,0.406300381,0.4
0.190469,0.436427543,0.4
0.161564,0.401950246,0.4
0.111176,0.333430652,0.4
0.056264,0.237200337,0.4
0.032216,0.179488161,0.4
0.041316,0.203263376,0.4
0.089189,0.298645275,0.4
0.213061,0.461585312,1.0
0.271596,0.521148731,1.0
0.263861,0.513674021,1.0
0.23452,0.48427265,1.0
0.196696,0.443504228,0.4
0.171736,0.414410425,0.4
0.179625,0.423821897,0.4
0.217104,0.465944203,1.0
0.256164,0.506126466,1.0
0.262149,0.512004883,1.0
0.170496,0.412911613,0.4
0.078381,0.279966069,0.4
0.02976,0.172510869,0.4
0.042549,0.20627409,0.4
0.062624,0.250247877,0.4
0.163424,0.404257344,0.4
0.217424,0.466287465,1.0
0.22442,0.473729881,1.0
0.192804,0.439094523,0.4
0.176356,0.419947616,0.4
0.154564,0.393146283,0.4
0.136021,0.368810249,0.4
0.146044,0.382157036,0.4
0.160069,0.400086241,0.4
0.165749,0.407122832,0.4
0.115149,0.339336117,0.4
0.065764,0.256444926,0.4
0.022496,0.149986666,0.4
0.012256,0.11070682,0.4
0.019556,0.139842769,0.4
0.029145,0.170719067,0.4
0.036756,0.191718544,0.4
0.033849,0.183980977,0.4
0.026396,0.162468458,0.4
0.027785,0.166688332,0.4
0.044009,0.209783221,0.4
0.07244,0.2691468,0.4
0.098856,0.31441374,0.4
0.113016,0.336178524,0.4
0.109425,0.330794498,0.4
0.090049,0.300081656,0.4
0.066784,0.258426005,0.4
0.076585,0.27673995,0.4
0.160536,0.40066944,0.4
0.225384,0.474746248,1.0
0.272781,0.522284405,1.0
0.279004,0.528208292,1.0
0.232169,0.481839185,1.0
0.225104,0.474451262,1.0
0.187001,0.432436122,0.4
0.178249,0.422195452,0.4
0.227164,0.476617247,1.0
0.286044,0.534830814,1.0
0.28792,0.536581774,1.0
0.26152,0.511390262,1.0
0.190956,0.436985126,0.4
0.088984,0.298301861,0.4
0.038929,0.197304333,0.4
0.038425,0.196022958,0.4
0.127504,0.357077023,0.4
0.219481,0.468487993,1.0
0.265849,0.515605469,1.0
0.254905,0.504881174,1.0
0.219496,0.468504002,1.0
0.177069,0.420795675,0.4
0.15504,0.39375119,0.4
0.133536,0.365425779,0.4
0.137729,0.371118579,0.4
0.125816,0.354705512,0.4
0.120629,0.347316858,0.4
0.096836,0.311184833,0.4
0.06724,0.259306768,0.4
0.049501,0.222488202,0.4
0.031924,0.178672885,0.4
0.010009,0.10004499,0.4
0.011129,0.105494076,0.4
0.00704,0.083904708,0.1
0.04454,0.211045019,0.4
0.087665,0.296082759,0.4
0.119201,0.345254978,0.4
0.1311,0.36207734,0.4
0.119949,0.346336542,0.4
0.101749,0.318981191,0.4
0.081816,0.286034963,0.4
0.071336,0.267088,0.4
0.064644,0.254251844,0.4
0.04554,0.213401031,0.4
0.05004,0.223696223,0.4
0.044664,0.211338591,0.4
0.035505,0.188427705,0.4
0.02218,0.148929514,0.4
0.014741,0.12141252,0.4
0.007916,0.088971906,0.1
0.007181,0.084740781,0.1
0.005096,0.071386273,0.1
0.003269,0.057175169,0.1
0.003621,0.060174746,0.1
0.018669,0.136634549,0.4
0.028844,0.169835214,0.4
0.032929,0.181463495,0.4
0.030985,0.176025566,0.4
0.02736,0.165408585,0.4
0.021749,0.147475422,0.4
0.016076,0.126791167,0.4
0.010165,0.100821625,0.4
0.009541,0.097678043,0.1
0.013276,0.115221526,0.4
0.01942,0.13935566,0.4
0.020609,0.143558351,0.4
0.017804,0.13343163,0.4
0.016441,0.128222463,0.4
0.018121,0.134614264,0.4
0.023464,0.153179633,0.4
0.022561,0.150203196,0.4
0.021184,0.145547243,0.4
0.021205,0.145619367,0.4
0.020464,0.143052438,0.4
0.016465,0.128316016,0.4
0.013609,0.116657619,0.4
0.011569,0.107559286,0.4
0.005745,0.075795778,0.1
0.006616,0.081338798,0.1
0.006649,0.081541401,0.1
0.012136,0.110163515,0.4
0.021916,0.148040535,0.4
0.028441,0.168644597,0.4
0.030844,0.1756246,0.4
0.029629,0.172130764,0.4
0.023336,0.152761252,0.4
0.01414,0.118911732,0.4
0.026416,0.162529997,0.4
0.049444,0.222360068,0.4
0.062061,0.249120453,0.4
0.070261,0.265067916,0.4
0.060744,0.246462979,0.4
0.053076,0.230382291,0.4
0.045489,0.213281504,0.4
0.039384,0.198454025,0.4
0.032489,0.180247053,0.4
0.019569,0.139889242,0.4
0.018321,0.135355089,0.4
0.014361,0.11983739,0.4
0.015009,0.122511224,0.4
0.016609,0.128875909,0.4
0.029121,0.170648762,0.4
0.043041,0.20746325,0.4
0.051601,0.227158535,0.4
0.048416,0.220036361,0.4
0.038225,0.195512148,0.4
0.031736,0.178146008,0.4
0.043244,0.207951918,0.4
0.05918,0.243269398,0.4
0.099821,0.315944615,0.4
0.124869,0.35336808,0.4
0.124456,0.35278322,0.4
0.111656,0.334149667,0.4
0.097649,0.3124884,0.4
0.078329,0.279873186,0.4
0.060601,0.246172704,0.4
0.010281,0.101395266,0.4
0.010641,0.103155223,0.4
0.021969,0.148219432,0.4
0.038244,0.195560732,0.4
0.071364,0.267140413,0.4
0.108169,0.328890559,0.4
0.137689,0.371064684,0.4
0.150636,0.388118539,0.4
0.135696,0.36836938,0.4
0.122196,0.349565445,0.4
0.084441,0.290587336,0.4
0.057505,0.239802002,0.4
0.237001,0.486827485,1.0
0.398721,0.631443584,1.0
0.467625,0.68383112,1.0
0.455304,0.67476218,1.0
0.404484,0.635990566,1.0
0.311349,0.557986559,1.0
0.247476,0.497469597,1.0
0.195556,0.442217141,0.4
0.17896,0.423036641,0.4
0.184684,0.429748764,0.4
0.165896,0.407303327,0.4
0.122561,0.350087132,0.4
0.089865,0.299774916,0.4
0.074449,0.272853441,0.4
0.048636,0.220535711,0.4
0.024001,0.154922561,0.4
0.023116,0.152039469,0.4
0.01768,0.132966161,0.4
0.009529,0.097616597,0.1
0.073681,0.271442443,0.4
0.132124,0.363488652,0.4
0.1855,0.430697109,0.4
0.203164,0.450737174,1.0
0.182461,0.427154539,0.4
0.156541,0.395652625,0.4
0.130501,0.361249221,0.4
0.103664,0.321968943,0.4
0.08614,0.293496167,0.4
0.058765,0.242414934,0.4
0.091701,0.30282173,0.4
0.130916,0.361823161,0.4
0.137216,0.370426781,0.4
0.129109,0.359317408,0.4
0.128004,0.357776467,0.4
0.115716,0.340170545,0.4
0.081156,0.284878922,0.4
0.057521,0.23983536,0.4
0.038345,0.195818794,0.4
0.237596,0.487438201,1.0
0.443516,0.665969969,1.0
0.567149,0.753092956,1.0
0.560909,0.748938582,1.0
0.53216,0.729492975,1.0
0.47456,0.688883154,1.0
0.432476,0.657629075,1.0
0.427964,0.654189575,1.0
0.450236,0.670996274,1.0
0.420156,0.648194415,1.0
0.386649,0.621811065,1.0
0.277601,0.526878544,1.0
0.124544,0.35290792,0.4
0.030189,0.17374982,0.4
0.029356,0.171335927,0.4
0.022921,0.15139683,0.4
