#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
11.58,9.03,5.01
14.73,9.11,5.01
7.71,9.09,5.01
4.92,9.04,5.01
8.05,9.02,5.01
6.07,8.98,5.01
9.94,8.99,5.01
14.53,9.07,5.01
11.40,9.10,5.01
10.67,9.13,5.01
19.61,9.27,5.01
12.90,9.32,5.01
6.82,9.29,5.01
7.67,9.27,5.01
6.36,9.23,5.01
9.71,9.23,5.01
10.30,9.25,5.01
15.60,9.34,5.01
8.89,9.33,5.01
19.61,9.47,5.01
4.94,9.41,5.01
8.87,9.40,5.01
6.35,9.36,5.01
10.16,9.37,5.01
8.79,9.36,5.01
7.43,9.34,5.01
13.66,9.40,5.01
19.08,9.53,5.01
11.46,9.56,5.01
8.41,9.54,5.01
6.71,9.50,5.01
5.54,9.45,5.01
6.71,9.41,5.01
8.91,9.40,5.01
8.98,9.40,5.01
14.74,9.47,5.01
6.11,9.42,5.01
9.81,9.43,5.01
-4.27,9.24,5.00
9.65,9.24,5.00
8.69,9.24,5.01
10.66,9.26,5.01
6.45,9.22,5.01
8.74,9.21,5.01
7.05,9.18,5.01
19.15,9.32,5.00
12.98,9.37,5.00
16.90,9.48,5.00
6.00,9.43,5.00
8.78,9.42,5.00
7.66,9.39,5.00
6.45,9.35,5.00
5.96,9.30,5.00
8.56,9.29,5.00
4.03,9.22,5.00
11.62,9.25,5.00
19.61,9.40,5.00
3.08,9.31,5.00
14.37,9.38,5.00
18.79,9.51,5.00
9.19,9.51,5.00
9.07,9.50,5.00
10.73,9.52,5.00
9.32,9.52,5.00
4.54,9.45,5.00
9.20,9.44,5.00
11.94,9.48,5.00
8.23,9.46,5.00
14.39,9.53,5.00
10.43,9.54,5.00
10.28,9.55,5.00
7.58,9.53,5.00
9.58,9.53,5.00
10.15,9.54,5.00
6.85,9.50,5.00
12.07,9.53,5.00
9.21,9.53,5.00
1.92,9.42,5.01
13.23,9.48,5.01
7.08,9.44,5.01
10.88,9.46,5.01
19.61,9.61,5.00
5.27,9.54,5.00
9.70,9.55,5.00
11.19,9.57,5.00
11.34,9.59,5.00
8.81,9.58,5.00
7.06,9.55,5.00
7.87,9.52,5.01
9.96,9.53,5.01
6.51,9.49,5.01
10.70,9.51,5.01
7.72,9.48,5.01
8.13,9.46,5.01
11.95,9.50,5.01
13.19,9.55,5.01
9.95,9.55,5.01
5.57,9.50,5.01
5.62,9.44,5.01
4.85,9.38,5.01
7.64,9.35,5.01
7.49,9.33,5.01
7.04,9.30,5.01
15.48,9.38,5.01
8.56,9.37,5.01
19.61,9.51,5.01
10.61,9.53,5.01
13.35,9.58,5.01
2.23,9.48,5.01
13.66,9.54,5.01
8.47,9.52,5.01
4.57,9.45,5.01
6.09,9.41,5.01
11.20,9.43,5.01
16.83,9.54,5.01
12.85,9.58,5.01
10.05,9.59,5.01
9.52,9.59,5.01
7.57,9.56,5.01
5.98,9.51,5.01
9.59,9.51,5.01
6.79,9.47,5.01
6.60,9.43,5.01
9.48,9.43,5.01
11.70,9.47,5.01
8.93,9.46,5.01
7.81,9.43,5.01
3.41,9.35,5.01
5.20,9.29,5.01
10.99,9.32,5.01
4.15,9.24,5.01
12.81,9.29,5.01
6.43,9.25,5.01
15.67,9.34,5.01
4.87,9.28,5.01
8.33,9.27,5.01
6.21,9.22,5.01
11.31,9.25,5.01
6.12,9.21,5.01
4.58,9.14,5.01
9.54,9.15,5.01
6.60,9.11,5.01
19.61,9.26,5.01
7.06,9.23,5.01
6.59,9.19,5.01
10.58,9.21,5.01
10.57,9.23,5.01
6.63,9.20,5.01
13.97,9.26,5.01
13.04,9.32,5.01
8.23,9.30,5.01
7.69,9.28,5.01
8.89,9.27,5.01
19.61,9.42,5.01
7.24,9.39,5.01
9.27,9.39,5.01
6.60,9.35,5.01
8.17,9.33,5.01
8.41,9.32,5.01
7.92,9.30,5.01
4.50,9.23,5.01
15.11,9.31,5.01
8.64,9.30,5.01
10.05,9.31,5.01
9.21,9.31,5.01
3.15,9.23,5.01
8.57,9.22,5.01
6.60,9.18,5.01
4.01,9.11,5.01
5.86,9.06,5.01
9.91,9.07,5.01
19.61,9.22,5.01
17.71,9.34,5.01
